Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
SC_GMMAN5482316	F		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482324	M		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482332	M		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482340	F		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482348	M		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482285	F		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482293	F		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482301	M		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482309	M		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
NA18524	M	SAME124671	CHB	Han Chinese	EAS	East Asian Ancestry	CHB	90 Han Chinese high coverage genomes
NA18529	F	SAME124662	CHB	Han Chinese	EAS	East Asian Ancestry	CHB	90 Han Chinese high coverage genomes
NA18540	F	SAME124269	CHB	Han Chinese	EAS	East Asian Ancestry	CHB	1KG_ONT_VIENNA,90 Han Chinese high coverage genomes
NA18594	F		CHB	Han Chinese	EAS	East Asian Ancestry	CHB	90 Han Chinese high coverage genomes
HGDP00001	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00003	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00005	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00007	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00009	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00011	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00013	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00015	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00017	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00021	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00023	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00025	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00029	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00031	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00033	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00035	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00037	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00039	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00041	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00043	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00045	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00047	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00049	M			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00052	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00054	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00056	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00057	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00060	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00062	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00064	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00066	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00068	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00070	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00072	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00074	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00076	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00078	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00080	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00082	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00086	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00088	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00092	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00094	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00096	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00098	M			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00099	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00100	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00102	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00103	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00104	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00105	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00106	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00108	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00109	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00110	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00115	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00118	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00119	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00120	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00121	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00122	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00127	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00129	M			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00130	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00131	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00133	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00134	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00135	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00136	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00137	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00139	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00140	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00141	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00143	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00144	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00145	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00146	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00148	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00149	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00150	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00151	F			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00153	F			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00154	F			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00155	F			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00158	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00161	M			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00163	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00165	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00167	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00169	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00171	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00173	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00175	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00177	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00179	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00181	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00183	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00185	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00187	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00189	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00191	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00192	F			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00197	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00199	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00201	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00205	M			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00206	F			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00210	F			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00213	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00214	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00218	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00222	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00224	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00226	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00228	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00230	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00234	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00237	F			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00239	F			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00241	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00243	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00244	F			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00247	F			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00248	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00251	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00254	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00258	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00259	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00262	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00264	M			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00274	F			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00277	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00279	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00281	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00285	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00288	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00290	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00298	F			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00302	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00304	F			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00307	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00309	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00311	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00313	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00315	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00319	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00321	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00323	F			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00326	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00330	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00333	M			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00341	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00346	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00351	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00356	F			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00359	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00364	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00371	F			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00372	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00376	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00382	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00388	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00392	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00397	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00402	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00407	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00412	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00417	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00423	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00433	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00438	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00444	F			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00445	M			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00450	M			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00452	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00453	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00454	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00455	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00458	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00459	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00460	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00462	M			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00463	M			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00464	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00465	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00466	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00467	M			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00468	M			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00469	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00470	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00471	F			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00472	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00473	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00475	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00478	M			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00479	M			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00490	M			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00491	M			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP00511	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00512	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00513	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00514	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00515	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00516	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00517	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00518	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00519	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00520	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00522	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00523	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00524	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00525	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00527	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00528	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00529	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00531	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00534	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00535	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00536	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00537	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00538	M			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00539	F			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00540	M			Papuan Sepik,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanSepikHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00541	M			Papuan Sepik,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanSepikHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00542	M			Papuan Sepik		Oceania (HGDP)	PapuanSepikHGDP	Human Genome Diversity Project
HGDP00543	M			Papuan Sepik,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanSepikHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00544	F			Papuan Sepik		Oceania (HGDP)	PapuanSepikHGDP	Human Genome Diversity Project
HGDP00545	M			Papuan Sepik,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanSepikHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00546	M			Papuan Sepik,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanSepikHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00547	M			Papuan Sepik,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanSepikHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00549	M			Papuan Highlands,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanHighlandsHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00550	F			Papuan Highlands,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanHighlandsHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00551	M			Papuan Highlands,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanHighlandsHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00553	M			Papuan Highlands,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanHighlandsHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00555	M			Papuan Highlands,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanHighlandsHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00556	M			Papuan Highlands,Papuan		Oceania (HGDP),Oceania (SGDP)	PapuanHighlandsHGDP,PapuanSGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00557	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00558	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00559	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00560	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00561	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00562	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00563	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00564	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00565	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00566	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00567	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00568	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00571	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00572	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00573	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00574	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00575	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00576	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00577	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00578	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00579	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00580	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00581	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00582	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00583	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00584	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00586	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00587	F			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00588	M			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
